Id,Reputation,CreationDate,Views,UpVotes,DownVotes
49539,1,1404499044,1,0,0
49540,1,1404502253,0,0,0
49541,6,1404502719,0,0,0
49542,1,1404505050,0,0,0
49543,1,1404505328,0,0,0
49544,1,1404512882,0,0,0
49545,40,1404514041,4,0,0
49546,1,1404515330,0,0,0
49547,1,1404519057,0,0,0
49548,21,1404522369,0,0,0
49549,1,1404526699,0,0,0
49550,6,1404530850,0,0,0
49551,1,1404536145,1,0,0
49552,1,1404536488,0,0,0
49553,101,1404539118,8,2,0
49554,11,1404539237,3,0,0
49555,1,1404540088,1,0,0
49556,1,1404540986,0,0,0
49557,1,1404542755,0,0,0
49558,101,1404544368,0,0,0
49559,1,1404551777,0,0,0
49560,11,1404554145,0,0,0
49561,1,1404555231,1,0,0
49562,1,1404555438,0,0,0
49563,101,1404555660,0,0,0
49564,1,1404556385,0,0,0
49565,1,1404561457,1,0,0
49566,1,1404561988,0,0,0
49567,8,1404563975,9,0,0
49568,1,1404571259,1,0,0
49569,1,1404577336,0,0,0
49570,1,1404581190,0,0,0
49571,1,1404584515,0,0,0
49572,101,1404597022,0,1,0
49573,1,1404597989,1,0,0
49574,1,1404605048,0,0,0
49575,1,1404606548,5,0,0
49576,28,1404616277,5,0,0
49577,101,1404617472,0,0,0
49578,1,1404621241,0,0,0
49579,1,1404624115,0,0,0
49580,1,1404627396,0,0,0
49581,101,1404628191,0,1,0
49582,1,1404629125,0,0,0
49583,18,1404629676,2,1,0
49584,1,1404630828,0,0,0
49585,113,1404633998,5,2,0
49586,1,1404634509,0,0,0
49587,8,1404636464,1,0,0
49588,1,1404636487,0,0,0
49589,1,1404641051,0,0,0
49590,101,1404642972,0,7,0
49591,6,1404643850,0,0,0
49592,1,1404645801,0,0,0
49593,21,1404648374,2,1,0
49594,1,1404650517,0,0,0
49595,1,1404651134,0,0,0
49596,1,1404652785,0,0,0
49597,1,1404652814,0,0,0
49598,21,1404654356,0,1,0
49599,13,1404654957,2,0,0
49600,101,1404655216,0,2,0
49602,1,1404657709,0,0,0
49603,11,1404658091,11,0,0
49604,11,1404662965,0,0,0
49605,1,1404663676,0,0,0
49606,1,1404663748,0,0,0
49607,101,1404671539,0,1,0
49608,1,1404674283,0,0,0
49609,11,1404674870,0,0,0
49610,1,1404675804,0,0,0
49611,118,1404676299,1,1,0
49612,1,1404679350,0,0,0
49613,1,1404686017,0,0,0
49614,1,1404688330,0,0,0
49615,1,1404688848,1,0,0
49616,1,1404690333,0,0,0
49617,101,1404692480,0,5,0
49618,1,1404695638,0,0,0
49619,13,1404695832,0,0,0
49620,1,1404696305,0,0,0
49621,1,1404697048,0,0,0
49622,1,1404697258,0,0,0
49623,101,1404697363,0,1,0
49624,1,1404700206,0,0,0
49625,1,1404700597,1,0,0
49626,6,1404701102,0,0,0
49627,1,1404703964,0,0,0
49628,1,1404705455,0,0,0
49629,1,1404705784,0,0,0
49630,21,1404708146,0,0,0
49631,1,1404708579,1,0,0
49632,1,1404709174,0,0,0
49633,1,1404710294,1,0,0
49634,1,1404711304,0,0,0
49635,101,1404711520,0,0,0
49636,1,1404711756,0,0,0
49637,6,1404712118,0,0,0
49638,11,1404712125,0,0,0
49639,1,1404712811,0,0,0
49640,101,1404712989,0,0,0
49641,1,1404713046,0,0,0
49642,1,1404713813,0,0,0
49643,118,1404714214,3,1,0
49644,26,1404715987,0,0,0
49645,1,1404720529,0,0,0
49646,31,1404723720,1,2,0
49647,175,1404724107,38,12,1
49648,1,1404725378,0,0,0
49649,1,1404725936,0,0,0
49650,1,1404726894,2,0,0
49651,1,1404727757,0,0,0
49652,1,1404727973,0,0,0
49653,11,1404729665,1,0,0
49654,1,1404730581,0,0,0
49655,6,1404730792,0,0,0
49656,1,1404731171,0,0,0
49657,1,1404731731,0,0,0
49658,1,1404732037,0,0,0
49659,1,1404733252,0,0,0
49660,1,1404734223,0,0,0
49661,1,1404734345,0,0,0
49662,21,1404734742,0,0,0
49663,1,1404735156,0,0,0
49664,1,1404737095,0,0,0
49665,1,1404739358,0,0,0
49666,1,1404739419,0,0,0
49667,1,1404740514,0,0,0
49668,1,1404740882,0,0,0
49669,1,1404741341,0,0,0
49670,1,1404744120,0,0,0
49671,1,1404744996,0,0,0
49672,1,1404745550,0,0,0
49673,1,1404747513,0,0,0
49674,122,1404751833,1,75,0
49675,1,1404752986,0,0,0
49676,101,1404753376,0,0,0
49677,85,1404754881,4,2,0
49678,28,1404755657,1,1,0
49679,1,1404756602,0,0,0
49680,1,1404757000,0,0,0
49681,1,1404759179,0,0,0
49682,1,1404761086,0,0,0
49683,1,1404762837,0,0,0
49684,1,1404767687,0,0,0
49685,1,1404767896,0,0,0
49686,4,1404772283,6,0,0
49687,1,1404774225,0,0,0
49688,1,1404774337,0,0,0
49689,1,1404774949,1,0,0
49690,128,1404779372,0,4,0
49691,1,1404781325,0,0,0
49692,1,1404782330,0,0,0
49693,1,1404782829,0,0,0
49694,1,1404782864,0,0,0
49695,1,1404783096,0,0,0
49696,1,1404783376,0,0,0
49697,1,1404785709,0,0,0
49698,1,1404786544,0,0,0
49699,131,1404786588,1,2,0
49700,1,1404786688,0,0,0
49701,101,1404787234,0,0,0
49702,1,1404787705,0,0,0
49703,1,1404788537,0,0,0
49704,101,1404788700,3,1,0
49705,1,1404790080,0,0,0
49706,1,1404790458,0,0,0
49707,1,1404790939,0,0,0
49708,1,1404791030,2,0,0
49709,23,1404791773,0,0,0
49710,1,1404792065,0,0,0
49711,6,1404794128,0,0,0
49712,101,1404796080,2,0,0
49713,1,1404796082,0,0,0
49714,1,1404796394,0,0,0
49715,1,1404796577,0,0,0
49716,23,1404796640,2,0,0
49717,1,1404797063,0,0,0
49718,1,1404797801,0,0,0
49719,101,1404799644,0,3,0
49720,21,1404799718,1,0,0
49721,1,1404801617,0,0,0
49722,6,1404803344,3,0,0
49723,1,1404804103,0,0,0
49724,1,1404806948,0,0,0
49725,1,1404806971,0,0,0
49726,101,1404807644,1,1,0
49727,1,1404808012,0,0,0
49728,1,1404808376,0,0,0
49729,1,1404810408,0,0,0
49730,1,1404810869,0,0,0
49731,1,1404811648,0,0,0
49732,101,1404813607,0,0,0
49733,1,1404815090,0,0,0
49734,1,1404815256,0,0,0
49735,1,1404816639,0,0,0
49736,1,1404817026,0,0,0
49737,1,1404817895,0,0,0
49738,1,1404818366,0,0,0
49739,101,1404818897,1,0,0
49740,101,1404821092,0,0,0
49741,1,1404821483,0,0,0
49742,1,1404822557,0,0,0
49743,101,1404823379,2,0,0
49744,1,1404828511,0,0,0
49745,6,1404831798,0,0,0
49746,11,1404832967,2,0,0
49747,26,1404833283,0,0,0
49748,1,1404833830,0,0,0
49749,1,1404834093,0,0,0
49750,1,1404836638,0,0,0
49751,1,1404844071,0,0,0
49752,16,1404847956,1,0,0
49753,1,1404849742,0,0,0
49754,101,1404851054,0,2,0
49755,6,1404857446,0,0,0
49756,1,1404857713,0,0,0
49757,1,1404857862,0,0,0
49758,101,1404860763,0,0,0
49759,1,1404860897,1,0,0
49760,1,1404860936,0,0,0
49761,1,1404862261,0,0,0
49762,1,1404862547,0,0,0
49763,1,1404863747,0,0,0
49764,111,1404866628,0,0,0
49765,1,1404867911,0,0,0
49766,1,1404868119,0,0,0
49767,1,1404870414,0,0,0
49768,1,1404871628,0,0,0
49769,1,1404872247,0,0,0
49770,1,1404873417,0,0,0
49771,101,1404874021,0,0,0
49772,1,1404875907,0,0,0
49773,101,1404876447,0,2,0
49774,1,1404876520,0,0,0
49775,1,1404876579,0,0,0
49776,1,1404877309,0,0,0
49777,8,1404879842,0,0,0
49778,13,1404880718,1,0,0
49779,111,1404881973,0,0,0
49780,6,1404882359,1,0,0
49781,1,1404882932,0,0,0
49782,1,1404883266,0,0,0
49783,1,1404883323,0,0,0
49784,1,1404883885,0,0,0
49785,101,1404884931,0,0,0
49786,1,1404885914,0,0,0
49787,16,1404886805,0,0,0
49788,1,1404887268,0,0,0
49789,6,1404887369,0,0,0
49790,4,1404888307,3,0,0
49791,1,1404888334,0,0,0
49792,11,1404888603,0,0,0
49793,40,1404888771,18,4,0
49794,1,1404888779,0,0,0
49795,101,1404889133,0,0,0
49796,1,1404889283,0,0,0
49797,1,1404889888,0,0,0
49798,1,1404889907,0,0,0
49799,31,1404890699,2,0,0
49800,1,1404892398,0,0,0
49801,1,1404892637,0,0,0
49802,101,1404892778,0,0,0
49803,16,1404893257,0,2,0
49804,6,1404893731,0,0,0
49805,1,1404898609,0,0,0
49806,1,1404900162,0,0,0
49807,11,1404901616,0,0,0
49808,1,1404904601,0,0,0
49809,1,1404905130,0,0,0
49810,1,1404905579,0,0,0
49811,49,1404906415,11,0,0
49812,1,1404906458,1,0,0
49813,1,1404907344,0,0,0
49814,16,1404907531,2,0,0
49815,121,1404909016,1,0,0
49816,1,1404909430,0,0,0
49817,1,1404910057,0,0,0
49818,6,1404910457,0,0,0
49819,1,1404911234,1,0,0
49820,1,1404912272,0,0,0
49821,101,1404913017,0,0,0
49822,1,1404913199,0,0,0
49823,23,1404913559,0,2,0
49824,101,1404914098,0,0,0
49825,6,1404915353,0,0,0
49826,1,1404915755,0,0,0
49827,6,1404917718,3,0,0
49828,1,1404918077,0,0,0
49829,1,1404919317,0,0,0
49830,1,1404919624,0,0,0
49831,1,1404927995,0,0,0
49832,1,1404929231,0,0,0
49833,101,1404931015,0,5,0
49834,1,1404932210,0,0,0
49835,1,1404932952,0,0,0
50834,13,1404935187,0,0,0
50835,23,1404935549,1,0,0
50836,1,1404937946,0,0,0
51836,101,1404940176,0,0,0
51837,101,1404943151,0,2,0
51838,3,1404944361,5,0,0
51839,1,1404944895,0,0,0
51840,18,1404944979,0,0,0
51841,1,1404945784,0,0,0
51842,13,1404947484,0,0,0
51843,101,1404948516,0,0,0
51844,1,1404950474,0,0,0
51845,1,1404952931,0,0,0
51846,1,1404952939,0,0,0
51847,101,1404953541,0,0,0
51848,1,1404954860,10,0,0
51849,26,1404955487,1,0,0
51850,1,1404956916,0,0,0
51851,1,1404957884,1,0,0
51852,1,1404962259,0,0,0
51853,1,1404962403,0,0,0
51855,1,1404967695,0,0,0
51856,1,1404971666,0,0,0
51857,101,1404971919,0,0,0
51858,1,1404973230,0,0,0
51859,1,1404974786,0,0,0
51860,1,1404976544,0,0,0
51861,15,1404977777,6,0,0
51862,1,1404978475,0,0,0
51863,1,1404978488,0,0,0
51864,1,1404978941,0,0,0
51865,1,1404980289,0,0,0
51866,1,1404980678,0,0,0
51867,101,1404981853,3,0,0
51868,1,1404982175,0,0,0
51869,1,1404983490,0,0,0
51870,43,1404983516,1,0,0
51871,1,1404983764,0,0,0
51872,111,1404984066,0,0,0
51873,1,1404985649,0,0,0
51874,1,1404987003,1,0,0
51875,101,1404987185,0,0,0
51876,1,1404987287,0,0,0
51878,26,1404989473,3,0,0
51879,18,1404990358,2,1,0
51880,1,1404991314,0,0,0
51881,1,1404991519,0,0,0
51882,101,1404992420,0,2,0
51883,18,1404994845,0,0,0
51884,1,1404994967,0,0,0
51885,8,1404995496,0,0,0
51886,16,1404996268,0,0,0
51887,1,1404996539,6,0,0
51888,11,1404999711,1,0,0
51889,1,1405000089,0,0,0
51890,1,1405002681,1,0,0
51891,101,1405004111,0,0,0
51892,1,1405006948,0,0,0
51893,11,1405008525,1,0,0
51894,1,1405011904,0,0,0
51895,26,1405012848,38,0,0
51896,1,1405016005,0,0,0
51897,101,1405019962,0,0,0
51898,101,1405020072,0,0,0
51899,1,1405020961,0,0,0
51900,101,1405022327,0,1,0
51901,1,1405025083,0,0,0
51902,8,1405025673,10,0,0
51903,1,1405027216,0,0,0
51904,101,1405028146,0,0,0
51905,1,1405032618,0,0,0
51906,1,1405034109,0,0,0
51907,1,1405035758,0,0,0
51908,76,1405036558,7,1,0
51909,111,1405041785,0,0,0
51910,1,1405046338,0,0,0
51911,1,1405047238,0,0,0
51912,1,1405049090,0,0,0
51913,1,1405050592,0,0,0
51914,1,1405051063,3,0,0
51915,1,1405051136,0,0,0
51916,1,1405051191,0,0,0
51917,1,1405051386,0,0,0
51918,1,1405051494,0,0,0
51919,1,1405052218,0,0,0
51921,1,1405055916,0,0,0
51922,28,1405055947,0,1,0
51923,1,1405058002,0,0,0
51924,6,1405058697,0,0,0
51925,6,1405059063,0,0,0
51926,21,1405059688,0,0,0
51927,108,1405060757,0,1,0
51928,6,1405061049,0,0,0
51929,36,1405062075,0,0,0
51930,1,1405064239,1,0,0
51931,86,1405064415,6,2,0
51932,1,1405065066,1,0,0
51933,1,1405065981,0,0,0
51934,1,1405066094,0,0,0
51935,146,1405067520,4,3,0
51936,1,1405068782,0,0,0
51937,1,1405069109,1,0,0
51938,101,1405070466,0,1,0
51939,1,1405073177,0,0,0
51940,1,1405073788,0,0,0
51941,1,1405074405,1,0,0
51942,1,1405077366,0,0,0
51943,8,1405078734,2,0,0
51944,1,1405080343,0,0,0
51945,72,1405080816,1,6,0
51946,101,1405081904,0,0,0
51947,106,1405082787,1,0,0
51948,1,1405082923,0,0,0
51949,6,1405085807,0,0,0
51950,1,1405092125,0,0,0
51951,1,1405093953,0,0,0
51952,8,1405098827,0,0,0
51953,1,1405103199,0,0,0
51954,111,1405104121,8,0,0
51955,101,1405107999,0,0,0
51956,1,1405113101,0,0,0
51957,11,1405114522,0,0,0
51958,1,1405122038,0,0,0
51959,1,1405122894,0,0,0
51960,121,1405128638,0,0,0
51961,1,1405131601,0,0,0
51962,1,1405134409,1,0,0
51963,1,1405134651,0,0,0
51964,11,1405138293,1,0,0
51965,1,1405144251,0,0,0
51966,23,1405145615,3,0,0
51967,1,1405146191,0,0,0
51968,11,1405147918,0,0,0
51969,1,1405149319,0,0,0
51970,26,1405150707,1,0,0
51971,6,1405155326,0,0,0
51972,30,1405155402,10,6,0
51973,1,1405156653,1,0,0
51974,1,1405166073,0,0,0
51975,1,1405166887,0,0,0
51976,1,1405168017,0,0,0
51977,1,1405168043,0,0,0
51978,1,1405170224,1,0,0
51979,1,1405171915,0,0,0
51980,101,1405173832,0,1,0
51981,1,1405174343,0,0,0
51982,101,1405176112,1,1,0
51983,101,1405180313,0,0,0
51984,1,1405186458,1,0,0
51985,1,1405188376,0,0,0
51986,16,1405190647,19,0,0
51987,16,1405192663,1,0,0
51988,1,1405194005,0,0,0
51989,1,1405195397,0,0,0
51990,1,1405197387,0,0,0
51991,11,1405199865,1,0,0
51992,13,1405202088,7,0,0
51993,101,1405205535,1,0,0
51994,1,1405208680,0,0,0
51995,1,1405211354,0,0,0
51997,101,1405214401,1,0,0
51998,11,1405216949,0,0,0
51999,1,1405217437,0,0,0
52000,6,1405221755,2,0,0
52001,12,1405222733,1,0,0
52002,101,1405222870,0,0,0
52003,101,1405224041,0,0,0
52004,106,1405227769,0,0,0
52005,1,1405228218,1,0,0
52006,101,1405233448,0,0,0
52007,6,1405234763,1,0,0
52008,1,1405235409,0,0,0
52009,1,1405236806,0,0,0
52010,1,1405239775,0,0,0
52011,113,1405241370,3,2,0
52012,1,1405241926,0,0,0
52013,1,1405241970,1,0,0
52014,1,1405248339,0,0,0
52015,1,1405250656,0,0,0
52016,34,1405250760,1,0,0
52017,1,1405251792,0,0,0
52018,11,1405252600,1,0,0
52019,1,1405254071,0,0,0
52020,51,1405262350,17,10,0
52021,1,1405263748,0,0,0
52022,346,1405263870,14,9,0
52023,1,1405265128,0,0,0
52024,6,1405271948,2,0,0
52025,1,1405278189,0,0,0
52026,108,1405280040,0,2,0
52027,1,1405291005,0,0,0
52028,101,1405291886,0,0,0
52029,1,1405292184,0,0,0
52030,1,1405292232,0,0,0
52031,1,1405292246,0,0,0
52032,1,1405292946,0,0,0
52033,1,1405296886,0,0,0
52034,1,1405297911,0,0,0
52035,16,1405298309,1,0,0
52036,1,1405300858,0,0,0
52037,1,1405302588,0,0,0
52038,6,1405305558,0,0,0
52039,1,1405305963,0,0,0
52040,6,1405306056,0,0,0
52041,11,1405308309,2,0,0
52042,111,1405310558,0,0,0
52043,1,1405312605,0,0,0
52044,1,1405313929,0,0,0
52045,1,1405315924,0,0,0
52046,1,1405316323,0,0,0
52047,6,1405316781,0,0,0
52048,1,1405316910,0,0,0
52049,1,1405318709,0,0,0
52050,41,1405318823,1,0,0
52051,1,1405318858,0,0,0
52052,1,1405322625,0,0,0
52053,1,1405323007,0,0,0
52054,1,1405323437,2,0,0
52055,11,1405324044,1,0,0
52056,1,1405325293,0,0,0
52057,25,1405325597,7,0,0
52058,43,1405327210,8,0,0
52059,1,1405327411,0,0,0
52060,6,1405327571,0,0,0
52061,1,1405328144,1,0,0
52062,101,1405328838,0,0,0
52063,18,1405329319,1,3,0
52064,1,1405329507,0,0,0
52065,1,1405330518,1,0,0
52066,1,1405330790,0,0,0
52067,1,1405330813,1,0,0
52068,1,1405330923,0,0,0
52069,6,1405331057,1,0,0
52070,11,1405331972,1,0,0
52071,101,1405332008,0,0,0
52072,30,1405332131,10,0,0
52073,18,1405332560,0,4,0
52074,1,1405332575,0,0,0
52075,1,1405333681,0,0,0
52076,1,1405333771,0,0,0
52077,1,1405337758,0,0,0
52078,1,1405339444,0,0,0
52079,1,1405339808,0,0,0
52080,1,1405341237,0,0,0
52081,1,1405343081,0,0,0
52082,1,1405345379,0,0,0
52083,1,1405345844,0,0,0
52084,1,1405346426,1,0,0
52085,101,1405346512,0,0,0
52086,16,1405347728,0,0,0
52087,1,1405348574,0,0,0
52088,13,1405348793,1,0,0
52089,16,1405349616,0,0,0
52090,1,1405350331,0,0,0
52091,1,1405353267,0,0,0
52092,108,1405355330,6,5,0
52093,1,1405364019,0,0,0
52094,6,1405367304,3,0,0
52095,1,1405372520,0,0,0
52096,1,1405374327,1,0,0
52097,1,1405374522,4,0,0
52098,1,1405377143,0,0,0
52099,1,1405380033,0,0,0
52100,1,1405380286,0,0,0
52101,6,1405383589,2,0,0
52102,1,1405383837,2,0,0
52103,1,1405384097,0,0,0
52104,1,1405384263,0,0,0
52105,1,1405385586,1,0,0
52106,1,1405385746,0,0,0
52107,11,1405385920,0,0,0
52108,1,1405386525,0,0,0
52109,1,1405389441,0,0,0
52110,1,1405389558,0,0,0
52111,6,1405389890,1,0,0
52112,1,1405390747,0,0,0
52113,1,1405391779,0,0,0
52114,1,1405392670,0,0,0
52115,11,1405393242,0,0,0
52116,1,1405396105,0,0,0
52117,6,1405397807,1,0,0
52118,1,1405399287,0,0,0
52119,1,1405399418,0,0,0
52120,6,1405400048,6,0,0
52121,1,1405400648,0,0,0
52122,103,1405400660,2,4,0
52123,1,1405401865,0,0,0
52124,1,1405402088,0,0,0
52125,1,1405402922,0,0,0
52126,1,1405402993,0,0,0
52127,1,1405403392,0,0,0
52128,1,1405403711,1,0,0
52129,11,1405403836,0,0,0
52130,1,1405405137,0,0,0
52131,1,1405407165,0,0,0
52132,6,1405408996,0,0,0
52133,101,1405410345,0,2,0
52134,1,1405410944,1,0,0
52135,1,1405410992,0,0,0
52136,1,1405411201,0,0,0
52137,6,1405411523,4,0,0
52138,11,1405412016,0,0,0
52139,11,1405413139,0,0,0
52140,1,1405414350,0,0,0
52141,1,1405414437,0,0,0
52142,1,1405415165,0,0,0
52143,1,1405417393,0,0,0
52144,1,1405418910,0,0,0
52145,1,1405418914,0,0,0
52146,1,1405419286,0,0,0
52147,101,1405421239,0,0,0
52148,1,1405422946,0,0,0
52149,6,1405423051,7,0,0
52150,66,1405423064,26,4,0
52151,98,1405424087,11,11,0
52152,1,1405424601,0,0,0
52153,1,1405428001,0,0,0
52154,1,1405428230,1,0,0
52155,101,1405429717,0,6,0
52156,1,1405431055,0,0,0
52157,6,1405435418,0,0,0
52158,1,1405437578,0,0,0
52159,101,1405438121,0,0,0
52160,1,1405439201,1,0,0
52161,1,1405441808,0,0,0
52162,1,1405443317,0,0,0
52163,1,1405445388,0,0,0
52164,101,1405448067,0,0,0
52165,1,1405448128,0,0,0
52166,1,1405451839,0,0,0
52167,1,1405452541,0,0,0
52168,1,1405453475,0,0,0
52169,1,1405454630,0,0,0
52170,1,1405454690,0,0,0
52171,1,1405455132,0,0,0
52172,1,1405460520,0,0,0
52173,1,1405460887,0,0,0
52174,1,1405461758,0,0,0
52175,1,1405463687,0,0,0
52176,1,1405465510,0,0,0
52177,101,1405468913,1,0,0
52178,1,1405469230,0,0,0
52179,1,1405470023,0,0,0
52180,1,1405472286,0,0,0
52181,1,1405474128,0,0,0
52182,11,1405475841,0,0,0
52183,101,1405476369,0,1,0
52184,1,1405476962,2,0,0
52185,1,1405477123,2,0,0
52186,101,1405477713,0,0,0
52187,61,1405478423,0,2,0
52188,6,1405478439,0,0,0
52189,1,1405480300,1,0,0
52190,1,1405480570,0,0,0
52191,1,1405481789,0,0,0
52192,1,1405482297,0,0,0
52193,1,1405482459,0,0,0
52194,1,1405483711,0,0,0
52195,11,1405484721,0,0,0
52196,101,1405485245,0,0,0
52197,8,1405485511,1,0,0
52198,26,1405488384,1,0,0
52199,1,1405490402,1,0,0
52200,13,1405492200,1,0,0
52201,1,1405495458,0,0,0
52202,1,1405496991,0,0,0
52203,1,1405497471,0,0,0
52204,1,1405497827,0,0,0
52206,1,1405498562,0,0,0
52207,26,1405498462,6,0,0
52208,16,1405501117,2,0,0
52209,101,1405501659,0,2,0
52210,1,1405502294,0,0,0
52211,1,1405503554,0,0,0
52212,11,1405504227,3,0,0
52213,1,1405504531,0,0,0
52214,1,1405506101,0,0,0
52215,1,1405508269,0,0,0
52216,11,1405508435,0,0,0
52217,1,1405509835,0,0,0
52218,1,1405515651,0,0,0
52219,84,1405516191,11,5,0
52220,84,1405516319,7,0,0
52221,6,1405516656,0,0,0
52222,1,1405517375,0,0,0
52223,1,1405518255,2,0,0
52224,1,1405518279,0,0,0
52225,1,1405518877,0,0,0
52226,8,1405519412,0,0,0
52227,1,1405522863,1,0,0
52228,6,1405523274,0,0,0
52229,101,1405525400,0,0,0
52230,8,1405531790,0,0,0
52231,1,1405532365,0,0,0
52232,1,1405532572,0,0,0
52233,101,1405534307,0,4,0
52234,118,1405534441,3,1,0
52235,101,1405536906,0,0,0
52236,1,1405539040,0,0,0
52237,101,1405539536,0,1,0
52238,1,1405539654,1,0,0
52239,1,1405540087,1,0,0
52240,6,1405541394,1,0,0
52241,1,1405543079,0,0,0
52242,1,1405547907,0,0,0
52243,176,1405548388,20,4,0
52244,1,1405549393,0,0,0
52245,1,1405549402,0,0,0
52246,1,1405549480,0,0,0
52247,1,1405552254,0,0,0
52248,13,1405552521,1,0,0
52249,6,1405552776,2,0,0
52250,1,1405553591,0,0,0
52251,1,1405553703,1,0,0
52252,1,1405553883,0,0,0
52253,51,1405556282,0,2,0
52254,16,1405558366,2,0,0
52255,1,1405558887,0,0,0
52256,1,1405560951,0,0,0
52257,1,1405561199,1,0,0
52258,1,1405561874,0,0,0
52259,16,1405564169,0,1,0
52260,23,1405568088,4,1,0
52261,46,1405568273,3,1,0
52262,1,1405568511,3,0,0
52263,1,1405568727,0,0,0
52264,1,1405569667,0,0,0
52265,6,1405570612,0,0,0
52266,1,1405570787,0,0,0
52267,1,1405575361,2,0,0
52268,1,1405575609,0,0,0
52269,1,1405576777,0,0,0
52270,1,1405577517,1,0,0
52271,6,1405578432,0,0,0
52272,101,1405578690,0,0,0
52273,114,1405579214,1,1,0
52274,21,1405579308,0,0,0
52275,101,1405579579,0,0,0
52276,13,1405580033,0,0,0
52277,101,1405580321,0,1,0
52278,1,1405580392,0,0,0
52279,1,1405582699,2,0,0
52280,6,1405583668,4,0,0
52281,1,1405584423,0,0,0
52282,101,1405586103,1,0,0
52283,1,1405586127,0,0,0
52284,1,1405586321,0,0,0
52285,6,1405586988,0,0,0
52286,1,1405587184,0,0,0
52287,1,1405589564,1,0,0
52288,1,1405589778,1,0,0
52289,21,1405590571,1,0,0
52290,1,1405591331,0,0,0
52291,11,1405594150,16,0,0
52292,101,1405595287,0,0,0
52293,18,1405595630,2,1,0
52294,1,1405597013,0,0,0
52295,1,1405598876,2,0,0
52296,101,1405599302,0,1,0
52297,101,1405600083,0,0,0
52298,1,1405601048,0,0,0
52299,1,1405602091,0,0,0
52300,1,1405602604,0,0,0
52301,6,1405603496,0,0,0
52302,101,1405604604,0,0,0
52303,64,1405607762,0,0,0
52304,1,1405054664,10,0,0
52305,1,1405609515,0,0,0
52306,1,1405610112,1,0,0
52307,1,1405610277,1,0,0
52308,6,1405611049,2,0,0
52309,1,1405611651,0,0,0
52311,1,1405619259,2,0,0
52313,1,1405629188,2,0,0
52314,11,1405631820,0,0,0
52315,16,1405632893,2,0,0
52316,1,1405633341,0,0,0
52317,1,1405634700,0,0,0
52318,1,1405636654,0,0,0
52319,1,1405641832,0,0,0
52320,1,1405642141,1,0,0
52321,1,1405643536,0,0,0
52322,1,1405645601,0,0,0
52323,1,1405650311,0,0,0
52324,6,1405650450,1,0,0
52325,1,1405652829,1,0,0
52326,1,1405656288,0,0,0
52327,1,1405659234,0,0,0
52328,1,1405660138,0,0,0
52329,1,1405661808,0,0,0
52330,101,1405662627,0,0,0
52331,101,1405663697,0,0,0
52332,3,1405666645,4,0,0
52333,1,1405668842,1,0,0
52334,121,1405671899,0,1,0
52335,1,1405672070,0,0,0
52336,11,1405677251,0,0,0
52337,11,1405677646,0,0,0
52338,1,1405678815,0,0,0
52339,19,1405679155,2,4,0
52340,101,1405680734,0,1,0
52341,101,1405680920,0,4,0
52342,1,1405682322,0,0,0
52343,6,1405682422,0,0,0
52344,3,1405685109,0,0,0
52345,1,1405686221,1,0,0
52346,1,1405687560,0,0,0
52347,1,1405688587,0,0,0
52348,1,1405689657,0,0,0
52349,1,1405689806,0,0,0
52350,101,1405692396,0,0,0
52351,1,1405693961,1,0,0
52352,101,1405694118,0,1,0
52353,1,1405695631,0,0,0
52354,101,1405696742,0,0,0
52355,1,1405697870,0,0,0
52356,1,1405701526,0,0,0
52357,1,1405702158,0,0,0
52358,1,1405712051,5,0,0
52359,6,1405712906,0,0,0
52360,3,1405713612,28,0,0
52361,1,1405719426,3,0,0
52362,1,1405724611,0,0,0
52363,1,1405724857,0,0,0
52364,1,1405733148,0,0,0
52365,1,1405733871,0,0,0
52366,11,1405740600,0,0,0
52367,41,1405740752,8,5,0
52368,11,1405740982,0,0,0
52369,1,1405743997,0,0,0
52370,1,1405746913,0,0,0
52371,221,1405748218,2,0,0
52372,5,1405748625,1,0,0
52373,1,1405750270,0,0,0
52374,1,1405750775,0,0,0
52375,6,1405750872,0,0,0
52376,1,1405750913,0,0,0
52377,1,1405753361,0,0,0
52378,1,1405753511,0,0,0
52379,1,1405754998,0,0,0
52380,1,1405755431,0,0,0
52381,1,1405755950,0,0,0
52382,1,1405756696,0,0,0
52383,1,1405759247,0,0,0
52384,1,1405760842,0,0,0
52385,6,1405763094,0,0,0
52386,1,1405764183,3,0,0
52387,101,1405765018,1,0,0
52388,28,1405765690,1,0,0
52389,1,1405771102,0,0,0
52390,101,1405775208,0,0,0
52391,35,1405779108,2,1,0
52393,1,1405783207,0,0,0
52394,10,1405786412,1,0,0
52395,11,1405788293,0,0,0
52396,1,1405789707,0,0,0
52397,6,1405790231,0,0,0
52398,1,1405791687,0,0,0
52399,31,1405796213,4,0,0
52400,1,1405797615,0,0,0
52401,1,1405799197,0,0,0
52402,101,1405801163,0,2,0
52403,6,1405801390,0,0,0
52404,1,1405805619,0,0,0
52405,101,1405808844,0,0,0
52406,19,1405812009,6,5,0
52407,16,1405813112,0,0,0
52408,131,1405813909,1,1,0
52409,1,1405815008,1,0,0
52410,1,1405816855,0,0,0
52411,8,1405821818,2,0,0
52412,101,1405821924,1,0,0
52413,1,1405824230,0,0,0
52414,1,1405825294,0,0,0
52415,16,1405826029,3,0,0
52416,1,1405835388,0,0,0
52417,1,1405838847,0,0,0
